"","archivo","grupo","media_real","dest_real","X","dest_sim","dif_medias","p_valor_media","ic_inf","ic_sup","var_real","var_sim","F_var","p_valor_var","p_media_ajustado","p_var_ajustado"
"1","01b_corazon_20.csv","B",0.78,0.0790569415042095,1,0.084004635672761,0.0120665721694989,0.834286185770262,-0.100981339679675,0.125114484018673,0.00625,0.00705677881451331,0.885673217806679,0.922851876459037,1,1
"2","01b_corazon_20.csv","C",0.543333333333333,0.0694742158406028,2,0.0614622172938204,-0.0181610466068437,0.695373011555506,-0.1090650712527,0.0727429780390124,0.00482666666666667,0.0037776041546728,1.2777057809766,0.845147695335859,1,1
"3","01b_corazon_20.csv","I",0.878,0.0785493475466219,3,0.111103498917842,0.00492605909715504,0.94227813673388,-0.128418732956769,0.138270851151079,0.00617,0.0123439874717869,0.499838485262723,0.583410454726436,1,1
"4","01b_corazon_20.csv","P",0.588333333333333,0.0881854107359413,4,0.0763145541376588,-0.0109212410836156,0.851430314798571,-0.125210326115549,0.103367843948317,0.00777666666666667,0.00582391117322965,1.33529966981864,0.817819773674249,1,1
"5","01b_corazon_30.csv","B",0.78,0.0790569415042095,1,0.0610304847241653,0.00582540913738294,0.907132874186439,-0.0920506407985752,0.103701459073341,0.00625,0.00372472006566657,1.67797844933657,0.681133760467403,1,1
"6","01b_corazon_30.csv","C",0.543333333333333,0.0694742158406028,2,0.0589392288227025,-0.0119753761950877,0.792638637491891,-0.10126031101721,0.0773095586270347,0.00482666666666667,0.00347383269421489,1.38943555764925,0.793406976393705,1,1
"7","01b_corazon_30.csv","I",0.878,0.0785493475466219,3,0.0702156516578735,-0.036151847467351,0.492543523562922,-0.139402359927703,0.0670986649930012,0.00617,0.00493023773773983,1.25146094939197,0.85809075203361,1,1
"8","01b_corazon_30.csv","P",0.588333333333333,0.0881854107359413,4,0.0733618504866019,0.00513458032955139,0.928667091395149,-0.107282260551409,0.117551421210512,0.00777666666666667,0.00538196110681853,1.44495036517715,0.769571807368638,1,1
"9","01b_corazon_40.csv","B",0.78,0.0790569415042095,1,0.092115059557548,0.00825479701669096,0.891816403632876,-0.11070599863918,0.127215592672562,0.00625,0.00848518419729062,0.73657799933155,0.807605198893212,1,1
"10","01b_corazon_40.csv","C",0.543333333333333,0.0694742158406028,2,0.0580756108819535,0.00265846066024233,0.953177067078942,-0.0860813009657502,0.0913982222862349,0.00482666666666667,0.00337277657931208,1.43106623079408,0.775423314140331,1,1
"11","01b_corazon_40.csv","I",0.878,0.0785493475466219,3,0.0987211620837206,-0.00955464167122999,0.879604255615023,-0.13318958607034,0.11408030272788,0.00617,0.00974586784316023,0.633088822800955,0.716362491952032,1,1
"12","01b_corazon_40.csv","P",0.588333333333333,0.0881854107359413,4,0.0826440685409156,-0.0308452017219897,0.609745934909523,-0.149286254849224,0.0875958514052449,0.00777666666666667,0.00683004206499556,1.13859718471174,0.917542297327465,1,1
"13","01c_corazon_6g_n20.csv","B",0.78,0.0790569415042095,1,0.0957227755908264,-0.025292118159388,0.649094351403935,-0.134237826093955,0.083653589775179,0.00625,0.00916284976681171,0.682102201723072,0.799968211870498,1,1
"14","01c_corazon_6g_n20.csv","C",0.543333333333333,0.0694742158406028,2,0.0604835481007947,-0.0167407531146546,0.694466828170665,-0.100273934190851,0.0667924279615423,0.00482666666666667,0.00365825959086115,1.31938878222977,0.731911454972709,1,1
"15","01c_corazon_6g_n20.csv","I",0.878,0.0785493475466219,5,0.0869731179708144,0.018629510775458,0.724941485351654,-0.0851435687422486,0.122402590293165,0.00617,0.0075643232495652,0.81567111775064,0.924052410521582,1,1
"16","01c_corazon_6g_n20.csv","P",0.588333333333333,0.0881854107359413,6,0.0830119580198782,0.0187454120229624,0.736059155148942,-0.0902535731753472,0.127744397221272,0.00777666666666667,0.00689098517429402,1.12852755737693,0.84256822306365,1,1
"17","01c_corazon_desbalanceados.csv","B",0.78,0.0790569415042095,1,0.0646294670934313,-0.00373601895102704,0.941667220231933,-0.103806294674223,0.0963342567721686,0.00625,0.00417696801678092,1.49630065992622,0.748539243052925,1,1
"18","01c_corazon_desbalanceados.csv","C",0.543333333333333,0.0694742158406028,2,0.0739962028297523,0.0193404964825413,0.70313185647105,-0.0801288020661713,0.118809795031254,0.00482666666666667,0.00547543803322184,0.881512426472768,0.919871223249977,1,1
"19","01c_corazon_desbalanceados.csv","I",0.878,0.0785493475466219,3,0.0828928637162499,-0.007314339443101,0.898070594137773,-0.119228566740704,0.104599887854502,0.00617,0.00687122685508078,0.897947357892532,0.931570905258104,1,1
"20","01c_corazon_desbalanceados.csv","P",0.588333333333333,0.0881854107359413,4,0.0875962089630763,-0.00012103293124166,0.998446138056344,-0.121932165003443,0.12169009914096,0.00777666666666667,0.00767309582470293,1.01349792109077,0.991464625813467,1,1
