grupo,valor
GPR_0,0.15203361804772614
GPR_0,0.06834028740736495
GPR_0,0.11317305089897095
GPR_0,0.1941574662799703
GPR_0,0.2700366950952428
GPR_0,0.8315605912676662
GPR_0,0.08603956010796421
GPR_0,0.8055548908318528
GPR_0,0.11816570550926941
GPR_0,0.1336168937822558
GPR_0,-0.019745063393276842
GPR_0,0.1300258201188549
GPR_0,0.19284313210101575
GPR_0,0.15754769487349654
GPR_0,0.1628819874024252
GPR_0,0.28372304502639867
GPR_0,0.09147820073878092
GPR_0,0.5522087411358688
GPR_0,0.13447506503190904
GPR_0,0.21348278499271342
GPR_0,0.10233339348680114
GPR_0,0.13982024727428474
GPR_0,0.1076979979358285
GPR_0,0.07242714447142413
GPR_0,0.15112800566270126
GPR_0,0.11634715028675485
GPR_0,0.19121459270068156
GPR_0,0.1760050120382296
GPR_0,0.09940263570398918
GPR_0,0.06393390268356225
GPR_2,0.15538352272446093
GPR_2,0.1128838416730748
GPR_2,-0.022255692819548943
GPR_2,0.0881510009280551
GPR_2,0.12704530478019718
GPR_2,0.10335293984661371
GPR_2,0.10035357998184961
GPR_2,0.15004731185179154
GPR_2,0.10279682170276461
GPR_2,0.2000601496877042
GPR_2,0.11098477649641111
GPR_2,1.4623901459715483
GPR_2,0.04931775407392468
GPR_2,0.15150456811496885
GPR_2,0.056102274611790286
GPR_2,1.9831336711194538
GPR_2,1.338154095861728
GPR_2,0.04191579751972974
GPR_2,0.22820861841145912
GPR_2,1.8768135593549817
GPR_2,2.0102116544342903
GPR_2,0.15269638661925336
GPR_2,0.08128498825602239
GPR_2,0.3290102622410222
GPR_2,0.2631172993345656
GPR_2,1.9914991648774814
GPR_2,0.6403503668179281
GPR_2,0.006556176613776887
GPR_2,0.21798164430427755
GPR_2,0.5793331015829085
GPR_3,0.0465329938944437
GPR_3,0.3271221434206129
GPR_3,0.1567892850704447
GPR_3,0.1492051700563791
GPR_3,0.10272046284446136
GPR_3,0.8880109015507445
GPR_3,0.2584316692319799
GPR_3,0.4599533583129813
GPR_3,0.0447177828581885
GPR_3,0.22574766894678433
GPR_3,0.16664647642463437
GPR_3,0.09147950657615142
GPR_3,0.7186360979575102
GPR_3,0.10720132197168136
GPR_3,0.19422207317935142
GPR_3,0.2168999474211546
GPR_3,0.2145175577246788
GPR_3,0.13493170114775196
GPR_3,0.19752814524024978
GPR_3,0.025129550909718405
GPR_3,0.24829567717320655
GPR_3,0.14154150858211545
GPR_3,0.680107985959639
GPR_3,0.36088645577805667
GPR_3,0.283580435147176
GPR_3,0.20131997616665995
GPR_3,0.06731751334252793
GPR_3,0.10661900504131408
GPR_3,0.11736331119593577
GPR_3,0.147466969010702
GPR_4,0.5105692187350388
GPR_4,-0.050562696483875846
GPR_4,1.2273573480613134
GPR_4,0.8231189243410979
GPR_4,1.275431549902918
GPR_4,0.631576740005441
GPR_4,0.9196219371065149
GPR_4,0.2831445425703293
GPR_4,2.7630555195739293
GPR_4,0.09241877693436774
GPR_4,0.47069732314886453
GPR_4,-0.04939727901044194
GPR_4,2.1136473826441455
GPR_4,0.840436148072416
GPR_4,0.1827078431866733
GPR_4,0.777934502628676
GPR_4,0.1761915512446715
GPR_4,0.3020660730512773
GPR_4,2.812437705391902
GPR_4,0.6745664322364332
GPR_4,0.3950339671349361
GPR_4,0.3837722038853116
GPR_4,1.0936846541275722
GPR_4,1.2767149450464044
GPR_4,0.03509859433174935
GPR_4,2.961284810738584
GPR_4,3.1506424379033904
GPR_4,0.37193782395128394
GPR_4,0.02403322611869474
GPR_4,3.082900752045714
