grupo,valor
E1794D,1642.9871543081438
E1794D,2561.450201625719
E1794D,552.7715299732239
E1794D,1575.2724028790299
E1794D,599.3744067541967
E1794D,1318.4698029527665
E1794D,1158.9735435506723
E1794D,565.3240307927866
E1794D,2071.693630614244
E1794D,571.9095627615831
E1794D,656.4853717675687
E1794D,592.6680491460961
E1794D,1227.0005169857757
E1794D,565.69292323137
E1794D,591.984796194633
E1794D,1575.2724028790299
E1794D,602.3533468524378
E1794D,1227.0005169857757
E1794D,1071.294761046806
E1794D,574.646851581216
E1794D,565.69292323137
E1794D,593.7618954205041
E1794D,552.6534843928773
E1794D,1751.4083843948456
E1794D,607.9519578913432
E1794D,723.1800554099915
E1794D,2071.693630614244
E1794D,1260.4660113126783
E1794D,668.5786282324314
E1794D,1575.2724028790299
E1794D,1868.8658753466716
E1794D,552.6783979981496
E1794D,552.7715299732239
E1794D,565.3240307927866
E1794D,565.3240307927866
E1794D,2561.450201625719
E1794D,607.9519578913432
E1794D,1751.4083843948456
E1794D,565.3240307927866
E1794D,2546.1727084011427
G5,20.130747380955626
G5,78.03270266501681
G5,19.978102870587577
G5,1374.6740865595054
G5,164.01580101179155
G5,2678.8666575465295
G5,971.4760338857966
G5,69.70035828704683
G5,42.220360924433876
G5,19.978102870587577
G5,1907.3223893183183
G5,25.406880304601657
G5,231.85559145519647
G5,1283.3663650834415
G5,899.4089603093082
G5,78.03270266501681
G5,231.85559145519647
G5,68.85144756358977
G5,44.73919462032531
G5,899.4089603093082
G5,75.06749337744841
G5,1907.3223893183183
G5,44.73919462032531
G5,42.220360924433876
G5,36.18499094530161
G5,971.4760338857966
G5,1402.7705073582435
G5,821.6798249122028
G5,1471.8763571435181
G5,1471.8763571435181
G5,47.30983976882209
G5,19.978102870587577
G5,899.4089603093082
G5,773.3091841593512
G5,88.68991991630425
G5,43.90888287985477
G5,105.0091989882084
G5,1668.8688139442422
G5,1668.8688139442422
G5,19.967474880309524
G6,-87.71694945258108
G6,-217.0929043697951
G6,-132.68964757723032
G6,-217.86398464203623
G6,-215.41664290840103
G6,-87.71694945258108
G6,-87.71694945258108
G6,7051.969524217272
G6,87.31966923072925
G6,143.34870857782278
G6,143.34870857782278
G6,7612.4694503708815
G6,7415.285227128905
G6,-92.0822136749612
G6,-217.70124759182588
G6,-217.89541454443722
G6,106.77827102841087
G6,229.14535771017114
G6,6461.939458652104
G6,501.9848482430641
G6,-74.2020914200921
G6,106.77827102841087
G6,83.136
G6,-189.35426939510253
G6,-87.71694945258108
G6,-217.89541454443722
G6,7612.4694503708815
G6,6461.939458652104
G6,6424.216591347985
G6,83.136
G6,43.513369706299784
G6,-100.95941499759343
G6,13590.24132322999
G6,229.14535771017114
G6,-100.95941499759343
G6,896.0250268574972
G6,-189.35426939510253
G6,896.0250268574972
G6,-217.89541454443722
G6,3742.6522405967494
Q1785H,690.2920305139592
Q1785H,-347.0091824618206
Q1785H,850.0931583654019
Q1785H,209.57639220354238
Q1785H,389.64649896025367
Q1785H,580.3574991333926
Q1785H,-406.8262047384551
Q1785H,-253.20357154111193
Q1785H,-430.9632674467347
Q1785H,680.9514872396419
Q1785H,-446.1897265931767
Q1785H,385.45882205893474
Q1785H,-347.0091824618206
Q1785H,131.2394535367324
Q1785H,487.50242585177637
Q1785H,-430.9632674467347
Q1785H,-300.24694302034936
Q1785H,680.9514872396419
Q1785H,685.6235903558738
Q1785H,651.2906836460014
Q1785H,554.5043405333415
Q1785H,-446.2694875068231
Q1785H,854.6590356953773
Q1785H,-430.9632674467347
Q1785H,1386.487591986116
Q1785H,-351.910220462227
Q1785H,1261.0166236259356
Q1785H,131.2394535367324
Q1785H,389.64649896025367
Q1785H,-446.2694875068231
Q1785H,-2.111453536732384
Q1785H,-446.1897265931767
Q1785H,-300.24694302034936
Q1785H,-445.96994910436933
Q1785H,-2.111453536732384
Q1785H,-446.3022709822369
Q1785H,209.57639220354238
Q1785H,854.6590356953773
Q1785H,-300.24694302034936
Q1785H,-406.8262047384551
R1753T,-129.18713309793492
R1753T,1093.4886691564193
R1753T,-122.72749268148539
R1753T,-102.85198469411183
R1753T,18.572
R1753T,-141.39774954347882
R1753T,-141.42112423235963
R1753T,902.7792976442188
R1753T,1866.4133868230797
R1753T,-122.72749268148539
R1753T,1841.9020660752756
R1753T,-123.35449613858756
R1753T,18.572
