grupo,valor
E1794D,1647.3220273735396
E1794D,2808.272650288002
E1794D,269.27365419269546
E1794D,1561.729598715987
E1794D,328.18036686501154
E1794D,1237.1273850274015
E1794D,1035.5217981219948
E1794D,285.14019742289554
E1794D,2189.213235918743
E1794D,293.46440541768254
E1794D,400.36945558356393
E1794D,319.7034335084107
E1794D,1121.5088799268892
E1794D,285.6064828195835
E1794D,318.83979186063215
E1794D,1561.729598715987
E1794D,331.9457903872516
E1794D,1121.5088799268892
E1794D,924.6945444164362
E1794D,296.92437821629505
G5,73.02512943357033
G5,96.80673252084264
G5,61.97738757653721
G5,1077.629583128092
G5,108.82934707157176
G5,206.45703579580692
G5,1348.9931567201318
G5,661.6757471025835
G5,160.19565292842822
G5,928.397328609781
G5,1177.1461386550002
G5,61.99849577629848
G5,62.07740239429022
G5,72.71258312809213
G5,72.71258312809213
G5,1763.942314911509
G5,108.82934707157176
G5,1077.629583128092
G5,72.71258312809213
G5,1750.9983682081092
G6,-32.96123131657444
G6,33.66601820205722
G6,-33.136877956313086
G6,1525.6993804105214
G6,132.60598179794277
G6,3026.4218244316457
G6,1061.743074805199
G6,24.078065857052472
G6,-7.542915370055624
G6,-33.136877956313086
G6,2138.612902924263
G6,-26.89003349479728
G6,210.6686071961674
G6,1420.6324217574327
G6,978.8161534309215
G6,33.66601820205722
G6,210.6686071961674
G6,23.101232064249892
G6,-4.6445165106600825
G6,978.8161534309215
Q1785H,-201.43225823632295
Q1785H,1137.1671903911645
Q1785H,-223.5893522542094
Q1785H,-225.42954894516882
Q1785H,-229.8388388011966
Q1785H,453.4613271091131
Q1785H,768.5542465851659
Q1785H,344.0239757980261
Q1785H,819.0412463058027
Q1785H,819.0412463058027
Q1785H,-221.7113034161258
Q1785H,-241.6791845352105
Q1785H,400.8109315951491
Q1785H,308.6855994700552
Q1785H,-191.48005524629238
Q1785H,-224.195957176071
Q1785H,-179.5575994700552
Q1785H,962.95899194338
Q1785H,962.95899194338
Q1785H,-241.6869490782104
R1753T,-176.55433966664424
R1753T,-465.0043418864347
R1753T,-276.8231638247801
R1753T,-466.7235029653378
R1753T,-461.2670351931666
R1753T,-176.55433966664424
R1753T,-176.55433966664424
R1753T,15741.724914747265
R1753T,213.69833966664402
R1753T,338.6178158891263
R1753T,338.6178158891263
R1753T,16991.386840308747
R1753T,16551.75499629066
R1753T,-186.2869091803629
R1753T,-466.3606727738664
R1753T,-466.7935774658362
R1753T,257.0822415309964
R1753T,529.9056301395595
R1753T,14426.224102939377
R1753T,1138.214582913813
V1804D,475.0764752898184
V1804D,581.5179201466669
V1804D,567.613
V1804D,407.35109317516645
V1804D,467.12787248810486
V1804D,390.5649585555684
V1804D,4995.900801084058
V1804D,4319.230288256838
V1804D,4297.044033098154
V1804D,567.613
V1804D,544.3094218635033
V1804D,459.3394740839452
V1804D,8511.656138090875
V1804D,653.4866648939649
V1804D,459.3394740839452
V1804D,1045.7040003515426
V1804D,407.35109317516645
V1804D,1045.7040003515426
V1804D,390.5649585555684
V1804D,2719.9138952811527
